epoch,loss,val_loss
0,77.35444512928485,84.26511517730648
1,69.0222662669522,78.67956667726145
2,66.77753624791833,75.81403106433541
3,65.16484937299401,76.32812821170319
4,64.15929606284307,73.13290330419001
5,63.34315344166991,73.01773947469843
6,62.7735647333493,72.43579099643155
7,62.33721004050804,71.07284921130294
8,61.88315515406798,72.84966803336793
9,61.69332496663631,70.8408235274021
10,61.24104715571785,68.63980000174021
11,61.834294608254105,69.41986159798485
12,61.00477454775856,76.466411371451
13,60.85980583252611,70.28901654449399
14,60.498448050225626,68.80706696580292
15,60.461406176516526,69.95565710487605
16,60.11684434930162,72.60394268235821
17,60.03774155362276,69.53518304404973
18,60.059267305578075,82.40586235638185
19,60.2033242437289,75.76385711094119
20,60.11313108391089,68.54812937802488
21,59.82739934518545,73.22624827131035
22,59.77887815216695,71.70179523332064
23,59.94342553823356,72.25290019677121
24,59.20715688412402,67.88675846123846
25,59.31745453977628,69.84941221353144
26,59.41214355921167,71.57988283809127
27,59.46040968025255,67.51494693076336
28,59.08181269355219,71.38378827876765
29,59.23407184090147,66.05393469148711
30,59.42369931127612,69.14926898244542
31,59.06106634011487,67.98294782658543
32,58.952253078107674,70.76694458135769
33,58.84964366134822,69.62938494412404
34,58.97644219000063,75.81748760551277
35,58.748909512063136,66.61849446166737
36,58.60671457391758,70.85541198858425
37,58.60830236470924,65.27146923137161
38,59.00335958023277,67.17774330475045
39,58.60078394393715,68.47208411578612
40,58.58452051784793,70.70351086822446
41,58.471478884303664,73.98665381217653
42,58.395331439132214,72.87447282643188
43,58.393438409837856,69.61912139636665
44,58.46572683322355,73.2892118633918
45,58.49806161145316,64.94368485744644
46,58.887427779863465,70.64808708206913
47,58.52495509213622,72.82376170288342
48,58.0878480984944,69.43009196347411
49,58.36443929955002,68.37498391589278
50,58.453638989499105,66.45421658242024
51,58.70381647540124,67.2102926194293
52,58.46882500112967,67.72349970275751
53,58.59557755119824,73.98127612227914
54,58.06418882303161,69.16398592455083
55,58.81698033486201,67.29610422642226
56,58.43858751432379,66.63005398604355
57,58.16883645139079,73.2132407582281
58,58.29201069340873,66.59458950850448
59,58.10525317333458,83.61110296669246
60,58.43974539798761,65.99705053685346
61,58.638805304404755,66.28947129799386
62,58.21746065083219,67.2801921564578
63,58.209487252865195,66.51594196695451
64,58.26305769434515,70.0281076939101
65,57.98490821858943,71.76027126192297
66,57.84681222783694,67.12895932627424
67,58.17200364475302,68.57598068269294
68,57.59964365586438,68.49085677364837
69,57.56778673238831,67.59289437699867
70,57.526586298501286,66.26311664701258
71,57.54939447833093,66.22088423115153
72,57.527330307390706,65.37923128459938
73,57.50992232919918,65.22358853002264
74,57.476635720937615,71.54406216859317
75,57.442272797727625,67.32390806569992
76,57.659015315519405,67.18022421910828
77,57.74849838297965,65.1843946972733
78,57.62476669201847,66.4748543009568
79,57.76550422798698,66.04609618116974
80,57.47042147764084,73.04688248544369
81,57.33672003596084,66.3176495054233
82,57.30655453211535,64.64952647211167
83,57.30531019774623,65.57781508823611
84,57.26979647599569,68.08397833546253
85,57.18506772126149,66.78572602022119
86,57.25019857127283,69.2511835957973
87,57.54259628474123,72.65512245226206
88,57.77486301706593,67.88418939618444
89,57.66428939257242,67.16285751630676
90,57.32278261278946,65.88421892370069
91,57.44668777342434,66.55240950514435
92,57.40914058770988,66.81599796063246
93,57.43767807061674,72.77411290134773
94,57.43141793510663,65.2175343111626
95,57.183558544422844,64.99479630828154
96,57.03664738877015,66.80523939792465
97,57.06684967205531,65.22190111588132
98,57.07078896768438,66.68753367170098
99,57.01591918204994,66.388306892443
