epoch,baseline_loss,disparity_loss,fx3_loss,fy3_loss,loss,pitch_loss,u0_loss,v0_loss,val_baseline_loss,val_disparity_loss,val_fx3_loss,val_fy3_loss,val_loss,val_pitch_loss,val_u0_loss,val_v0_loss,val_xWorld_loss,val_x_loss,val_yWorld_loss,val_y_loss,val_zWorld_loss,val_z_loss,xWorld_loss,x_loss,yWorld_loss,y_loss,zWorld_loss,z_loss
0,0.6996491551399231,4.53468656539917,13.37096881866455,13.374406814575195,211.57735162479645,0.0870266780257225,75.00035858154297,2.8196403980255127,0.7008636593818665,66.89866638183594,469.8192138671875,365.6014099121094,1361.757189915815,0.08770088106393814,75.0,270.4667053222656,44.12443542480469,0.4020010530948639,34.12489700317383,0.45061978697776794,33.80741882324219,0.2495696097612381,39.36080551147461,0.4033623933792114,30.909406661987305,0.4490925967693329,30.532978057861328,0.2502252757549286
1,0.6998345851898193,4.277020454406738,9.357693672180176,9.30281925201416,201.6685658580852,0.08693142235279083,75.0,1.2582495212554932,0.7009720206260681,4.47584867477417,34.41727828979492,33.29010772705078,272.617752708579,0.08767776936292648,75.0,11.340460777282715,44.1976203918457,0.4020313620567322,34.20729446411133,0.45074743032455444,33.89789581298828,0.24958501756191254,39.25665283203125,0.4017135500907898,30.838058471679688,0.4490484595298767,30.462064743041992,0.25015464425086975
2,0.6998237371444702,4.194656848907471,9.752007484436035,9.729312896728516,201.96895774848164,0.08695477247238159,75.0,0.814378559589386,0.7007818818092346,4.415309429168701,25.98039436340332,26.40974235534668,253.494581946287,0.08768084645271301,75.0,7.802042484283447,44.1402473449707,0.40197715163230896,34.12910079956055,0.45056653022766113,33.80975341796875,0.24956536293029785,39.2526741027832,0.4016658663749695,30.835111618041992,0.44907259941101074,30.45916175842285,0.2501721680164337
3,0.6998724937438965,3.9243340492248535,7.49854850769043,7.470142364501953,197.07730412924494,0.08694791048765182,75.0,0.7162904739379883,0.7008598446846008,3.978555202484131,23.891511917114258,23.361549377441406,252.10128839200897,0.08770813047885895,75.0,11.85086727142334,44.12933349609375,0.40199732780456543,34.12431716918945,0.4506595730781555,33.80735397338867,0.24955864250659943,39.26223373413086,0.40170732140541077,30.844873428344727,0.4490993618965149,30.469257354736328,0.25020933151245117
4,0.6999107599258423,3.607173204421997,6.868669033050537,6.845898628234863,195.4465993163185,0.08692879229784012,75.0,0.6510480642318726,0.7009856700897217,19.595674514770508,831.4690551757812,803.8017578125,2463.473624738457,0.08767614513635635,75.0,616.7583618164062,44.14105224609375,0.402191698551178,34.13935470581055,0.4506470561027527,33.8201789855957,0.24956853687763214,39.2579345703125,0.40174511075019836,30.838359832763672,0.44913122057914734,30.462261199951172,0.25020214915275574
5,0.6998941898345947,3.5437679290771484,6.89260196685791,6.864030361175537,195.43224550368865,0.08696278929710388,75.0,0.6566363573074341,0.7010652422904968,4.662601470947266,13.882475852966309,14.1337251663208,223.7679382452175,0.08768312633037567,75.0,2.045046806335449,44.149749755859375,0.4022282660007477,34.14112091064453,0.45072513818740845,33.82028579711914,0.249605193734169,39.258323669433594,0.4017488360404968,30.83940315246582,0.44913530349731445,30.463212966918945,0.250156044960022
6,0.699824333190918,3.566967487335205,6.852319240570068,6.822476863861084,195.3029901633044,0.08693747967481613,75.0,0.5897606611251831,0.7010112404823303,4.126984596252441,8.960441589355469,8.897624969482422,215.28762821221503,0.08767353743314743,75.0,4.228474140167236,44.13401794433594,0.40216347575187683,34.13361358642578,0.4507124125957489,33.81547927856445,0.2496415376663208,39.25315475463867,0.401623398065567,30.835811614990234,0.4491267502307892,30.459697723388672,0.2501618564128876
7,0.6998394131660461,3.3553695678710938,6.170017242431641,6.136062145233154,143.62175351234566,0.08696001023054123,24.82994270324707,0.6416157484054565,0.7008820176124573,3.5230653285980225,13.450786590576172,13.412897109985352,147.3793650341234,0.08768082410097122,2.1182055473327637,0.8247770667076111,44.13033676147461,0.4020262360572815,34.12508010864258,0.4506610929965973,33.80807113647461,0.2495247721672058,39.266075134277344,0.40165257453918457,30.842327117919922,0.4491344690322876,30.465702056884766,0.2501429319381714
8,0.6998752951622009,3.2664124965667725,5.763089179992676,5.724902153015137,118.44336763092343,0.08695891499519348,0.724393367767334,0.49201640486717224,0.7008566856384277,3.7182846069335938,17.5535888671875,16.916709899902344,155.95815631858457,0.08766449987888336,2.6043317317962646,1.0906950235366821,44.65922546386719,0.4019779860973358,34.4030876159668,0.4506116807460785,34.036624908447266,0.24958719313144684,39.259056091308594,0.40172165632247925,30.83917236328125,0.4490925967693329,30.462696075439453,0.2501915991306305
9,0.6998275518417358,3.2970657348632812,5.793199062347412,5.761868953704834,118.17741589267727,0.08694981783628464,0.5059486031532288,0.34392833709716797,0.7008932828903198,4.1321563720703125,16.65717315673828,16.697656631469727,170.57308120567595,0.08771646022796631,12.645364761352539,6.346611022949219,44.13808822631836,0.40198248624801636,34.13138198852539,0.45068368315696716,33.81156921386719,0.24966944754123688,39.253360748291016,0.4016225039958954,30.836151123046875,0.44909873604774475,30.460451126098633,0.2502182126045227
10,0.6998358964920044,3.523238182067871,7.112102508544922,7.073591709136963,121.06027391815871,0.08695734292268753,0.4885341227054596,0.38829731941223145,0.7009606957435608,3.848092555999756,30.995983123779297,30.956253051757812,192.11594930204956,0.08771362155675888,6.107899188995361,6.101781845092773,44.130950927734375,0.40210434794425964,34.12693405151367,0.4506848156452179,33.8094482421875,0.24958571791648865,39.255775451660156,0.40163859724998474,30.837963104248047,0.44912075996398926,30.461544036865234,0.2501813769340515
11,0.6998017430305481,3.461416721343994,6.9986572265625,6.962673664093018,120.78034238446863,0.08693736791610718,0.5039719939231873,0.38325268030166626,0.7009433507919312,4.412508010864258,30.5253849029541,32.891963958740234,208.14184851496475,0.08770836889743805,14.795479774475098,11.410411834716797,44.13465118408203,0.4020332098007202,34.133174896240234,0.45077985525131226,33.813968658447266,0.24952416121959686,39.258209228515625,0.4016845226287842,30.838790893554688,0.4490322172641754,30.46225357055664,0.2501800060272217
12,0.6998482346534729,3.236049175262451,5.578834056854248,5.534307956695557,117.57650035710776,0.08693595975637436,0.42433395981788635,0.3308802545070648,0.7009493708610535,12.359389305114746,455.60357666015625,466.7627258300781,1819.302760486083,0.08769764006137848,390.19683837890625,378.2150573730469,44.129539489746094,0.40210938453674316,34.12797546386719,0.4505856931209564,33.81019973754883,0.2497352659702301,39.25876235961914,0.40167832374572754,30.83959197998047,0.4491276741027832,30.463592529296875,0.2501348555088043
13,0.6998703479766846,3.2106990814208984,5.563108444213867,5.534867763519287,117.48399323825888,0.08694150298833847,0.39236021041870117,0.3101678788661957,0.7009401917457581,4.172062397003174,238.77847290039062,238.2415008544922,905.3200323988557,0.08769692480564117,155.315673828125,153.77926635742188,44.13496780395508,0.40192916989326477,34.132667541503906,0.45079120993614197,33.81362533569336,0.24955546855926514,39.25801467895508,0.401749849319458,30.83975601196289,0.44908615946769714,30.4645938873291,0.2501493990421295
14,0.6998357176780701,3.1566267013549805,5.410668849945068,5.380259037017822,117.09393045334589,0.08694121986627579,0.36588791012763977,0.3024389445781708,0.7010158896446228,399.5313720703125,14875.3486328125,14352.70703125,52394.66968520702,0.08770477026700974,11392.1005859375,11210.076171875,44.15854263305664,0.40216052532196045,34.143211364746094,0.4507159888744354,33.823944091796875,0.24957001209259033,39.25504684448242,0.4017000198364258,30.837242126464844,0.44907307624816895,30.461105346679688,0.2501661777496338
15,0.6998285055160522,3.095566987991333,5.045145511627197,5.010901927947998,116.29182178603564,0.08694345504045486,0.35855817794799805,0.3131318688392639,0.7009387016296387,5.394436836242676,105.41256713867188,103.20494842529297,456.15087939248394,0.08766912668943405,65.9499740600586,61.80435562133789,44.13814163208008,0.40199044346809387,34.140499114990234,0.45072439312934875,33.822696685791016,0.24961239099502563,39.253135681152344,0.4016653895378113,30.835432052612305,0.4490506052970886,30.459199905395508,0.25022342801094055
16,0.699864387512207,3.2846462726593018,5.4571943283081055,5.43279504776001,117.44624159710962,0.08694346994161606,0.4007772207260132,0.3755333423614502,0.7009344696998596,4.5674262046813965,38.481815338134766,37.40787124633789,232.99660156697848,0.08765330165624619,19.420398712158203,18.974557876586914,44.147216796875,0.40197744965553284,34.136924743652344,0.4507511854171753,33.8189582824707,0.24962152540683746,39.27790832519531,0.4017212390899658,30.869922637939453,0.4490663707256317,30.49637222290039,0.27382388710975647
17,0.6998202204704285,3.383092164993286,5.404748439788818,5.39744758605957,117.31613314920787,0.08693844079971313,0.38069722056388855,0.2855510115623474,0.7010422348976135,4.414721965789795,29.833797454833984,29.717500686645508,195.3330895094002,0.08767753839492798,8.455693244934082,8.798200607299805,44.14899826049805,0.40205299854278564,34.14457321166992,0.45085853338241577,33.82518005371094,0.24956199526786804,39.26100540161133,0.40172016620635986,30.84178352355957,0.44901537895202637,30.46503257751465,0.2502007782459259
18,0.6998593807220459,3.3795628547668457,5.581075191497803,5.574265003204346,117.70663469285442,0.08694075793027878,0.37600550055503845,0.3274260461330414,0.7009699940681458,336.97760009765625,9326.509765625,9339.13671875,33720.46709741876,0.08766385912895203,7813.37939453125,6824.95947265625,44.141456604003906,0.40214887261390686,34.134769439697266,0.45064473152160645,33.8173828125,0.24961641430854797,39.259033203125,0.4016900360584259,30.840421676635742,0.4491136372089386,30.463645935058594,0.250151127576828
19,0.6998403668403625,3.3385517597198486,5.8262176513671875,5.829990863800049,118.09124695674214,0.08694146573543549,0.3459490239620209,0.2736637592315674,0.7010632753372192,3.7202868461608887,32.249000549316406,32.58984375,216.6661215312326,0.08767233043909073,18.332666397094727,15.615138053894043,44.13878631591797,0.40218743681907654,34.133609771728516,0.45074376463890076,33.81479263305664,0.24967877566814423,39.254478454589844,0.40169936418533325,30.83632469177246,0.44906720519065857,30.460063934326172,0.250186562538147
20,0.699867844581604,3.0924859046936035,4.739751815795898,4.747333526611328,115.62599682666541,0.08695346117019653,0.30429527163505554,0.26700472831726074,0.701035737991333,3.1531412601470947,7.313360214233398,7.619335174560547,137.74081386670127,0.08768920600414276,3.2606682777404785,2.3139750957489014,44.15210723876953,0.4020741283893585,34.16200637817383,0.4507715702056885,33.84721755981445,0.24968978762626648,39.2567138671875,0.4017240107059479,30.83912467956543,0.4491088390350342,30.463308334350586,0.2501620054244995
21,0.6998312473297119,3.0228450298309326,4.435272693634033,4.445567607879639,115.00251733003601,0.08697843551635742,0.3255447447299957,0.2984539568424225,0.7007611393928528,2.99391770362854,7.681646347045898,7.676398754119873,132.89053384393017,0.08767887204885483,0.21911607682704926,0.25949451327323914,44.13824462890625,0.4019719660282135,34.132652282714844,0.45057395100593567,33.81726837158203,0.24952493607997894,39.25826644897461,0.40168073773384094,30.838014602661133,0.4490557610988617,30.462175369262695,0.2502012252807617
22,0.6998769044876099,3.000776529312134,4.371411323547363,4.3746514320373535,114.79454800313589,0.08694689720869064,0.30100977420806885,0.27088385820388794,0.7010399103164673,3.040936231613159,9.110014915466309,8.994807243347168,137.35047858216228,0.0876665785908699,1.2444559335708618,0.9017611145973206,44.20872116088867,0.40214934945106506,34.19160842895508,0.4507507085800171,33.86649703979492,0.24956375360488892,39.2664794921875,0.40172141790390015,30.849525451660156,0.4491204023361206,30.474674224853516,0.25017407536506653
23,0.6998254656791687,2.936342716217041,4.288714408874512,4.289999008178711,114.59613515574549,0.08694766461849213,0.33664441108703613,0.2679879665374756,0.7010161280632019,3.120380163192749,9.199214935302734,9.330646514892578,142.7715349401318,0.08768163621425629,3.220795154571533,3.814114809036255,44.141319274902344,0.40222468972206116,34.14176940917969,0.4506586492061615,33.82406234741211,0.24956893920898438,39.283050537109375,0.40163692831993103,30.851659774780273,0.4490911662578583,30.47539520263672,0.2501930594444275
24,0.6998887062072754,2.910395622253418,4.247162342071533,4.2489705085754395,114.44971532281839,0.08693990856409073,0.3021315336227417,0.27127909660339355,0.7010133266448975,3.645573616027832,335.4503479003906,338.093505859375,1228.969889310121,0.08774150907993317,211.3672332763672,224.9695587158203,44.49825668334961,0.4021638333797455,34.429100036621094,0.450682669878006,34.0601921081543,0.2496863603591919,39.28691864013672,0.4017057716846466,30.86948585510254,0.4491178095340729,30.490873336791992,0.2502100467681885
25,0.6998673677444458,2.9291088581085205,4.24090051651001,4.243232250213623,114.43604276987848,0.08694463223218918,0.2765863537788391,0.27384060621261597,0.7009497880935669,4.596066474914551,59.97721862792969,59.06614303588867,296.4458416408963,0.08770520240068436,28.05729866027832,30.493467330932617,44.13605499267578,0.40218693017959595,34.13252639770508,0.45056816935539246,33.81538391113281,0.2496289312839508,39.256370544433594,0.40173423290252686,30.838157653808594,0.44908273220062256,30.461816787719727,0.2501969039440155
26,0.6998580098152161,2.923055648803711,4.2568159103393555,4.259250640869141,114.49894168164852,0.08693866431713104,0.2942279279232025,0.28891226649284363,0.7010664343833923,4.017969608306885,30.373489379882812,30.7558536529541,205.76127881703886,0.08768226206302643,12.123297691345215,14.363150596618652,44.1379508972168,0.40216657519340515,34.13105392456055,0.45080044865608215,33.81285095214844,0.2496345341205597,39.36254119873047,0.4017104208469391,30.93153953552246,0.44909554719924927,30.558034896850586,0.25016361474990845
27,0.6998376250267029,2.8600387573242188,3.995944023132324,3.997354507446289,113.8623333926685,0.08695528656244278,0.2754257023334503,0.2589837312698364,0.7010197043418884,3.025743246078491,7.684699535369873,7.5684051513671875,134.1095094452864,0.08772435039281845,1.0806262493133545,0.6871175169944763,44.13517379760742,0.4022100567817688,34.13053512573242,0.4507130980491638,33.81157684326172,0.2496347874403,39.485260009765625,0.4017031490802765,31.01221466064453,0.4490565061569214,30.60575294494629,0.2502151429653168
28,0.6998568177223206,2.8703200817108154,3.930450439453125,3.930370569229126,113.77502894919945,0.08694792538881302,0.3016311526298523,0.27534112334251404,0.7009573578834534,2.979116678237915,13.427536010742188,13.362991333007812,144.37117780129614,0.08772291243076324,0.40407922863960266,0.13252291083335876,44.12620544433594,0.4020735025405884,34.12451934814453,0.45069488883018494,33.80784606933594,0.24958868324756622,39.25450897216797,0.4017431437969208,30.835647583007812,0.44905924797058105,30.459491729736328,0.25017625093460083
29,0.6998913884162903,2.9055497646331787,4.254154205322266,4.254636764526367,114.38841247969881,0.08695141226053238,0.27538245916366577,0.23232217133045197,0.7009758949279785,5.5592041015625,66.5541763305664,67.65609741210938,331.7331961097957,0.08770038187503815,43.74564743041992,33.9141731262207,44.13777160644531,0.40217673778533936,34.13395309448242,0.45061442255973816,33.81682205200195,0.24963867664337158,39.25534439086914,0.40177464485168457,30.83759880065918,0.44907453656196594,30.46215057373047,0.25019142031669617
30,0.6998865008354187,2.867398738861084,3.993232011795044,3.9937832355499268,113.81477979469814,0.08693969249725342,0.24697721004486084,0.23925688862800598,0.7009881138801575,2.983475923538208,7.335539817810059,7.37635612487793,132.93818441906816,0.08772715926170349,0.7804969549179077,0.4215886890888214,44.12958908081055,0.4021305441856384,34.128440856933594,0.45067688822746277,33.80972671508789,0.24966220557689667,39.270816802978516,0.4017495810985565,30.852022171020508,0.4490959644317627,30.474733352661133,0.2501789927482605
31,0.6998137831687927,2.8628110885620117,4.007694244384766,4.006885528564453,113.92273678980962,0.08694049715995789,0.30604085326194763,0.2710508704185486,0.7008464336395264,3.012603998184204,15.032999038696289,15.162701606750488,159.2220406138422,0.08773944526910782,6.609527111053467,5.36835241317749,44.13046646118164,0.40207016468048096,34.129886627197266,0.4505921006202698,33.811622619628906,0.2495104968547821,39.26191711425781,0.40170276165008545,30.841218948364258,0.4490601420402527,30.465349197387695,0.25014981627464294
32,0.6998015642166138,2.821802854537964,3.597618341445923,3.597308397293091,113.0629915756678,0.08696627616882324,0.29069679975509644,0.28408879041671753,0.70111483335495,3.3407647609710693,12.462596893310547,12.37559986114502,157.2073711339283,0.08766909688711166,8.23678207397461,6.732388019561768,44.1694221496582,0.4023832082748413,34.16032409667969,0.4506740868091583,33.841819763183594,0.2495812177658081,39.25505447387695,0.40166881680488586,30.8371524810791,0.4490604102611542,30.461091995239258,0.25017890334129333
33,0.6998994946479797,2.8554651737213135,3.6237666606903076,3.617532253265381,113.13550157161414,0.08693461865186691,0.3035992383956909,0.2586716413497925,0.7009871006011963,2.9108643531799316,10.01602840423584,9.95777702331543,137.55191585932639,0.08768171817064285,0.36050164699554443,0.2376078963279724,44.12968063354492,0.4020737409591675,34.128074645996094,0.45073482394218445,33.810272216796875,0.24966131150722504,39.266075134277344,0.40174996852874756,30.84308433532715,0.44912484288215637,30.466718673706055,0.2501883804798126
34,0.6998746395111084,2.778992176055908,3.537599802017212,3.533205509185791,112.8118847136656,0.08696342259645462,0.25191760063171387,0.23481105268001556,0.7009793519973755,4.182966232299805,11.623208045959473,17.817092895507812,151.93804128075047,0.08771678805351257,2.5297586917877197,1.7391692399978638,44.14543914794922,0.40222981572151184,34.135189056396484,0.45064279437065125,33.81781768798828,0.24959251284599304,39.254520416259766,0.40173080563545227,30.835546493530273,0.44905927777290344,30.459003448486328,0.25022178888320923
