epoch,baseline_loss,disparity_loss,fx_loss,fy_loss,loss,pitch_loss,tf_op_layer_determinant_loss,tf_op_layer_mul_1_loss,tf_op_layer_mul_2_loss,tf_op_layer_mul_3_loss,tf_op_layer_mul_4_loss,tf_op_layer_mul_5_loss,tf_op_layer_mul_6_loss,tf_op_layer_mul_7_loss,tf_op_layer_mul_8_loss,tf_op_layer_mul_loss,tf_op_layer_rot_identity_loss,tf_op_layer_rot_row_product_loss,u0_loss,v0_loss,val_baseline_loss,val_disparity_loss,val_fx_loss,val_fy_loss,val_loss,val_pitch_loss,val_tf_op_layer_determinant_loss,val_tf_op_layer_mul_1_loss,val_tf_op_layer_mul_2_loss,val_tf_op_layer_mul_3_loss,val_tf_op_layer_mul_4_loss,val_tf_op_layer_mul_5_loss,val_tf_op_layer_mul_6_loss,val_tf_op_layer_mul_7_loss,val_tf_op_layer_mul_8_loss,val_tf_op_layer_mul_loss,val_tf_op_layer_rot_identity_loss,val_tf_op_layer_rot_row_product_loss,val_u0_loss,val_v0_loss,val_x_loss,val_y_loss,val_z_loss,x_loss,y_loss,z_loss
10,0.144066721200943,2.764322280883789,4.677791118621826,4.7840681076049805,406.78880617976296,0.04065004363656044,9.768181818969879e-09,39.25505828857422,30.45991325378418,95.30609893798828,6.556957721710205,37.89746856689453,37.906394958496094,80.2829360961914,34.678707122802734,30.836257934570312,0.016880499199032784,0.0,0.35249951481819153,0.33826273679733276,0.14276987314224243,2.981240749359131,11.416494369506836,11.960925102233887,436.44502763088394,0.0358329601585865,7.793781620080154e-09,44.149662017822266,33.82337951660156,95.6688232421875,6.6202826499938965,37.88753128051758,37.90497589111328,80.50592041015625,34.989898681640625,34.14039993286133,0.019872017204761505,0.0,1.692454218864441,2.0368926525115967,0.20005936920642853,0.12477163970470428,0.1250123679637909,0.20047114789485931,0.1253242939710617,0.12516947090625763
11,0.14408835768699646,2.742403745651245,4.278162479400635,4.363300800323486,405.9264745611172,0.045731570571660995,9.843116544061559e-09,39.25502395629883,30.460033416748047,95.30606842041016,6.557018280029297,37.89690017700195,37.90631866455078,80.29054260253906,34.67129898071289,30.836313247680664,0.015572150237858295,0.0,0.29798734188079834,0.37402212619781494,0.1427115648984909,2.8426706790924072,26.740129470825195,26.600650787353516,463.2069599911352,0.04177755117416382,8.112022165107646e-09,44.15903854370117,33.84324645996094,95.66172790527344,6.624445915222168,37.88654708862305,37.9049072265625,80.4532241821289,34.97837448120117,34.159908294677734,0.014047832228243351,0.0,0.38545793294906616,0.2825615108013153,0.19996649026870728,0.12624314427375793,0.12501513957977295,0.20045289397239685,0.12541142106056213,0.12517690658569336
12,0.14409954845905304,2.736739158630371,4.167765140533447,4.24915885925293,405.6448140023532,0.04071608930826187,9.875230411182656e-09,39.265769958496094,30.472606658935547,95.3008041381836,6.556097507476807,37.896968841552734,37.90641784667969,80.28578186035156,34.674957275390625,30.849246978759766,0.017014097422361374,0.0,0.28643086552619934,0.33245375752449036,0.14385777711868286,2.7829694747924805,14.052574157714844,13.7667818069458,437.5229493467063,0.04909200221300125,2.9802322387695312e-08,44.14128875732422,33.8163948059082,95.64523315429688,6.622597694396973,37.88949966430664,37.90494155883789,80.4649429321289,34.983612060546875,34.13622283935547,0.012779351323843002,0.0,0.2847960889339447,0.2586584687232971,0.20152078568935394,0.12541215121746063,0.12504294514656067,0.20047691464424133,0.12543562054634094,0.12515895068645477
13,0.14411965012550354,2.6997809410095215,3.8219194412231445,3.8962910175323486,404.87289427065787,0.04138695076107979,9.920726462553375e-09,39.252254486083984,30.458566665649414,95.30011749267578,6.557286739349365,37.89861297607422,37.906341552734375,80.26993560791016,34.673099517822266,30.83478355407715,0.01677611470222473,0.0,0.2846184968948364,0.30078819394111633,0.1427050530910492,3.069777250289917,11.889203071594238,11.850822448730469,433.78139772555113,0.03786123916506767,6.5707381757817984e-09,44.12914276123047,33.8091926574707,95.6568603515625,6.6226019859313965,37.890499114990234,37.90495300292969,80.44158172607422,34.98860549926758,34.127323150634766,0.0267010610550642,0.0,0.47311651706695557,0.11489691585302353,0.20040744543075562,0.12486150860786438,0.12562720477581024,0.2004474401473999,0.12535101175308228,0.12516389787197113
14,0.1440458446741104,2.6606826782226562,3.736053228378296,3.8095507621765137,404.66311143187926,0.0410134494304657,9.974250758659764e-09,39.27339172363281,30.480270385742188,95.30137634277344,6.557094573974609,37.89616012573242,37.90633773803711,80.28892517089844,34.674991607666016,30.85511016845703,0.016776904463768005,0.0,0.30568844079971313,0.2812115550041199,0.1427672803401947,2.9033584594726562,12.944186210632324,13.043195724487305,436.3167671379553,0.047552477568387985,4.605132719603944e-09,44.23096466064453,33.91944885253906,95.64169311523438,6.622141361236572,37.89066696166992,37.9049186706543,80.46394348144531,34.96013641357422,34.23918151855469,0.01436048187315464,0.0,0.9674765467643738,0.09588030725717545,0.19992749392986298,0.12493578344583511,0.12543289363384247,0.20039288699626923,0.12541265785694122,0.12513001263141632
15,0.14406180381774902,2.655115842819214,3.3512723445892334,3.411846876144409,403.86343675529434,0.045707978308200836,1.0423854668317745e-08,39.25505447387695,30.46155548095703,95.3095932006836,6.556787967681885,37.894737243652344,37.9063606262207,80.28680419921875,34.67887878417969,30.836931228637695,0.01533233467489481,0.0,0.2572353780269623,0.3135446012020111,0.14331570267677307,2.7844769954681396,4.263294219970703,4.326377868652344,418.3548401262775,0.04505946487188339,6.6019381073090244e-09,44.1390380859375,33.81486129760742,95.6686019897461,6.624587535858154,37.88789749145508,37.9049072265625,80.450927734375,34.991432189941406,34.13247299194336,0.012603544630110264,0.0,0.4440515637397766,0.17873965203762054,0.1999277025461197,0.12513379752635956,0.12490076571702957,0.20048773288726807,0.1254487931728363,0.12512943148612976
16,0.1440400928258896,2.5635313987731934,3.2880709171295166,3.3545644283294678,403.6434951549163,0.038290150463581085,9.848468707218672e-09,39.25489807128906,30.45970916748047,95.31378936767578,6.555487155914307,37.89664077758789,37.90634536743164,80.2870101928711,34.67598342895508,30.835569381713867,0.01786082424223423,0.0,0.2574843466281891,0.31599661707878113,0.14270685613155365,3.026017665863037,6.320021629333496,6.1680097579956055,422.6184144218013,0.04185115918517113,7.500500665003074e-09,44.139366149902344,33.81774139404297,95.6505126953125,6.624913215637207,37.88812255859375,37.90486145019531,80.50068664550781,34.98081588745117,34.13577651977539,0.013320418074727058,0.0,0.3791237473487854,0.35757917165756226,0.20034150779247284,0.12477710843086243,0.12490465492010117,0.20045284926891327,0.12540405988693237,0.12509982287883759
17,0.14404495060443878,2.502094030380249,3.011209726333618,3.0642497539520264,403.05052615265964,0.03704414889216423,1.0603161015865226e-08,39.29747772216797,30.502347946166992,95.30366516113281,6.555595397949219,37.895790100097656,37.90641784667969,80.3017349243164,34.67093276977539,30.87706184387207,0.018296685069799423,0.0,0.29496172070503235,0.31249016523361206,0.14293783903121948,2.667664051055908,8.813610076904297,8.276605606079102,426.85343650961823,0.04354346916079521,5.5536153453772386e-09,44.1330680847168,33.811771392822266,95.6533432006836,6.623263835906982,37.88654708862305,37.904911041259766,80.47007751464844,34.974552154541016,34.129825592041016,0.013446090742945671,0.0,0.6747261881828308,0.05670221149921417,0.19998802244663239,0.1248205229640007,0.12485137581825256,0.20037756860256195,0.1253810077905655,0.125141903758049
18,0.14400000870227814,2.4453885555267334,2.9012157917022705,2.959106683731079,402.7156491014835,0.03873689845204353,1.0113414106172058e-08,39.25429916381836,30.46010971069336,95.304931640625,6.555916786193848,37.897361755371094,37.90643310546875,80.28975677490234,34.685665130615234,30.836204528808594,0.01733349822461605,0.0,0.25289592146873474,0.2919554114341736,0.14270184934139252,3.072633981704712,11.845688819885254,11.86992359161377,433.4823561182562,0.038507476449012756,8.80466455299711e-09,44.14005661010742,33.816158294677734,95.65846252441406,6.618300914764404,37.88768005371094,37.90501022338867,80.46306610107422,34.977813720703125,34.13495635986328,0.01523774303495884,0.0,0.12016928941011429,0.20894783735275269,0.19996173679828644,0.125031515955925,0.12487119436264038,0.2004227191209793,0.12536680698394775,0.125118687748909
19,0.14400798082351685,2.361908197402954,2.7693278789520264,2.8185951709747314,402.3496147930354,0.03571108356118202,9.944812084938803e-09,39.260528564453125,30.4645938873291,95.301025390625,6.556003570556641,37.896366119384766,37.906349182128906,80.27071380615234,34.675376892089844,30.84054183959961,0.018906088545918465,0.0,0.2611713409423828,0.2728452682495117,0.1427103877067566,2.7206764221191406,13.720131874084473,12.939663887023926,436.80650917549053,0.04053664579987526,6.745458858148368e-09,44.146121978759766,33.82082748413086,95.67453002929688,6.62311315536499,37.88774490356445,37.9049186706543,80.50856018066406,34.9759521484375,34.13814163208008,0.022679589688777924,0.0,0.7507827877998352,0.3058811128139496,0.20037420094013214,0.12487364560365677,0.12487608939409256,0.20047374069690704,0.1253654509782791,0.12512265145778656
20,0.14399084448814392,2.278862237930298,2.594111919403076,2.6314315795898438,401.8785487803059,0.03595495596528053,1.0035803299501822e-08,39.256568908691406,30.46221923828125,95.30265808105469,6.555696964263916,37.897727966308594,37.906368255615234,80.27984619140625,34.67333221435547,30.838491439819336,0.018678229302167892,0.0,0.2500725984573364,0.25620362162590027,0.14288637042045593,2.7272820472717285,5.983569622039795,6.074434757232666,422.1405079967571,0.03886448219418526,8.467702983239178e-09,44.12693786621094,33.80539321899414,95.66439819335938,6.62693977355957,37.891361236572266,37.90483856201172,80.47979736328125,34.97997283935547,34.12354278564453,0.01696353405714035,0.0,0.5734154582023621,0.414833664894104,0.2001965492963791,0.12491012364625931,0.1250927746295929,0.20041708648204803,0.1252913475036621,0.12505650520324707
21,0.14396768808364868,2.184917688369751,2.5574491024017334,2.6056177616119385,401.738777559594,0.03633956238627434,9.781563115041081e-09,39.272830963134766,30.46869468688965,95.31473541259766,6.556614875793457,37.89790725708008,37.906341552734375,80.30055236816406,34.68099594116211,30.846561431884766,0.0185248926281929,0.0,0.24920310080051422,0.2801894545555115,0.14266595244407654,2.764371871948242,9.121367454528809,8.88790512084961,427.7685323975121,0.035447634756565094,6.240017391689889e-09,44.13173294067383,33.81036376953125,95.6427993774414,6.625427722930908,37.8900032043457,37.90485763549805,80.47367095947266,34.983116149902344,34.128421783447266,0.018206896260380745,0.0,0.422845721244812,0.21848390996456146,0.19997601211071014,0.12494150549173355,0.12503355741500854,0.20042182505130768,0.12532615661621094,0.12510661780834198
22,0.14401155710220337,2.1128957271575928,2.4533145427703857,2.4968013763427734,401.434144771881,0.03553831949830055,9.671838441249747e-09,39.269386291503906,30.471561431884766,95.30804443359375,6.556779384613037,37.89693832397461,37.906375885009766,80.27191162109375,34.68384552001953,30.848657608032227,0.018966685980558395,0.0,0.24475766718387604,0.2603967487812042,0.14301317930221558,2.6519079208374023,5.575728893280029,5.163230895996094,420.5705369609457,0.05425505340099335,7.08241953972788e-09,44.13423156738281,33.813148498535156,95.64558410644531,6.621692657470703,37.88888931274414,37.90493392944336,80.46636199951172,34.97275161743164,34.131473541259766,0.011613205075263977,0.0,0.391888827085495,0.4161277413368225,0.20009350776672363,0.12544231116771698,0.12511347234249115,0.20035552978515625,0.12534351646900177,0.12510031461715698
23,0.1439647674560547,2.030707597732544,2.321652889251709,2.352512836456299,401.07156269522477,0.0356510691344738,9.931431677046021e-09,39.25666809082031,30.460674285888672,95.31549835205078,6.556962013244629,37.89680862426758,37.906349182128906,80.28862762451172,34.68832015991211,30.836763381958008,0.01862427406013012,0.0,0.23222745954990387,0.2734415829181671,0.14280331134796143,2.664017915725708,4.27925443649292,4.182931900024414,417.70270985857246,0.04464882239699364,7.918582234367477e-09,44.14653778076172,33.81783676147461,95.66990661621094,6.624487400054932,37.892845153808594,37.90488052368164,80.50630187988281,34.997642517089844,34.138004302978516,0.011485780589282513,0.0,0.05764332041144371,0.16285833716392517,0.19996845722198486,0.1251659095287323,0.1249099150300026,0.20043176412582397,0.12534622848033905,0.1250978708267212
24,0.14410240948200226,1.935789942741394,2.177382230758667,2.203303337097168,400.6436937083667,0.03465036302804947,9.808325707183485e-09,39.26133728027344,30.466415405273438,95.30152130126953,6.556101322174072,37.896034240722656,37.9063720703125,80.29020690917969,34.675987243652344,30.8420352935791,0.01907133124768734,0.0,0.22909393906593323,0.2326560616493225,0.14269840717315674,2.734373092651367,4.0796074867248535,4.060478687286377,419.72055498998867,0.032201215624809265,8.030902165501175e-09,44.137962341308594,33.81211471557617,95.67498779296875,6.62480354309082,37.88730239868164,37.90488815307617,80.53006744384766,34.96713638305664,34.13004684448242,0.019108884036540985,0.0,1.3525569438934326,1.139910101890564,0.2001483291387558,0.1248277798295021,0.12489981949329376,0.20041880011558533,0.12537486851215363,0.12511688470840454
25,0.14399650692939758,1.8667484521865845,2.1721630096435547,2.2019870281219482,400.5654126656559,0.03449144586920738,9.811001788762042e-09,39.27656173706055,30.47266960144043,95.3076171875,6.5572285652160645,37.897518157958984,37.90635681152344,80.30183410644531,34.67947769165039,30.85141944885254,0.0191044881939888,0.0,0.23262251913547516,0.23221145570278168,0.14355352520942688,2.627103567123413,3.2096176147460938,3.2210240364074707,415.6533516617941,0.032963551580905914,2.3924226155713768e-08,44.16341781616211,33.84164810180664,95.64876556396484,6.6201395988464355,37.88705825805664,37.904991149902344,80.44918060302734,34.964759826660156,34.15892028808594,0.017893459647893906,0.0,0.10712850838899612,0.13421599566936493,0.2000788152217865,0.12480435520410538,0.12504829466342926,0.20034697651863098,0.12532952427864075,0.12512937188148499
26,0.143999844789505,1.7855193614959717,2.1135330200195312,2.133098840713501,400.3781184906801,0.033137015998363495,1.0124118432486284e-08,39.26337814331055,30.46639060974121,95.30467987060547,6.556313514709473,37.89600372314453,37.90640640258789,80.28573608398438,34.67870330810547,30.84205436706543,0.019857991486787796,0.0,0.23195381462574005,0.24927860498428345,0.14268425107002258,2.6364798545837402,3.674476385116577,3.5137393474578857,416.5113393979502,0.02463715896010399,7.999702233973949e-09,44.1898307800293,33.8394775390625,95.64845275878906,6.622275352478027,37.89064407348633,37.90494918823242,80.46092987060547,34.972633361816406,34.16474151611328,0.02639842964708805,0.0,0.1128491759300232,0.21258088946342468,0.20001842081546783,0.12486644089221954,0.12492013722658157,0.20043230056762695,0.12527987360954285,0.1250791847705841
27,0.14396338164806366,1.7147347927093506,2.025806427001953,2.050489902496338,400.04886423061265,0.03425749018788338,1.0354272994561597e-08,39.270851135253906,30.475936889648438,95.30392456054688,6.556207180023193,37.89757537841797,37.906375885009766,80.28437805175781,34.66986846923828,30.85106658935547,0.019333548843860626,0.0,0.19877244532108307,0.19732876121997833,0.14318448305130005,2.7262845039367676,5.64192533493042,5.67535400390625,421.4365225801928,0.044013071805238724,7.488020870027867e-09,44.141151428222656,33.81287384033203,95.66352081298828,6.623007774353027,37.89046096801758,37.90494155883789,80.49639892578125,34.98278045654297,34.13198471069336,0.013686997815966606,0.0,0.35031697154045105,0.6726147532463074,0.20002645254135132,0.1248747706413269,0.12493248283863068,0.2003784030675888,0.12531651556491852,0.12506042420864105
28,0.14399228990077972,1.6304596662521362,1.9843751192092896,1.9998396635055542,399.9374699759676,0.03434213995933533,1.0150881024628688e-08,39.25485610961914,30.460159301757812,95.30602264404297,6.555651664733887,37.8955078125,37.90642547607422,80.28289031982422,34.682395935058594,30.835676193237305,0.019119348376989365,0.0,0.23265428841114044,0.22613678872585297,0.1427621692419052,2.940403461456299,3.3731393814086914,3.317371129989624,416.89165681403136,0.03037838265299797,7.812501756632173e-09,44.12821960449219,33.8087158203125,95.64730834960938,6.621194839477539,37.88888168334961,37.904972076416016,80.47713470458984,34.98352813720703,34.12667465209961,0.02147308737039566,0.0,0.15637356042861938,0.7444807887077332,0.20019257068634033,0.12480372935533524,0.12493576854467392,0.20035278797149658,0.1253163069486618,0.12511053681373596
29,0.14406296610832214,1.5640077590942383,1.9137130975723267,1.929050326347351,399.7147155652042,0.033329132944345474,1.0073270217958452e-08,39.26087951660156,30.46615982055664,95.29373168945312,6.556101322174072,37.896728515625,37.906394958496094,80.28101348876953,34.66886520385742,30.84183692932129,0.01950007677078247,0.0,0.21137520670890808,0.23559728264808655,0.14303237199783325,2.61240553855896,4.2024102210998535,4.315075397491455,418.21953529341914,0.03776633366942406,9.466106121180928e-09,44.12899398803711,33.81060791015625,95.6447525024414,6.620466709136963,37.88787078857422,37.90496826171875,80.43959045410156,34.97709655761719,34.12917709350586,0.024360129609704018,0.0,0.5948868989944458,0.1243407279253006,0.2000802904367447,0.12482650578022003,0.12492857873439789,0.20041969418525696,0.12527863681316376,0.12506189942359924
30,0.14398632943630219,1.4903113842010498,1.9233486652374268,1.9412624835968018,399.6761356597105,0.03227444738149643,1.051752196445932e-08,39.25373077392578,30.46063232421875,95.3050765991211,6.556537628173828,37.89699935913086,37.9063835144043,80.2874984741211,34.6682014465332,30.836408615112305,0.019925693050026894,0.0,0.230082705616951,0.22613082826137543,0.14264841377735138,2.730896472930908,4.2237348556518555,4.16940975189209,417.83715717947456,0.040434159338474274,7.21969994899041e-09,44.15088653564453,33.820281982421875,95.66873931884766,6.62302827835083,37.88749694824219,37.90492630004883,80.50579071044922,34.99919509887695,34.13995361328125,0.01991954632103443,0.0,0.2349754124879837,0.10767864435911179,0.1999555379152298,0.1250482201576233,0.12558534741401672,0.2003919631242752,0.12524285912513733,0.12506075203418732
31,0.14394401013851166,1.4368594884872437,1.8197507858276367,1.8309087753295898,399.3863659635066,0.033231865614652634,1.0158909269364358e-08,39.251712799072266,30.458560943603516,95.30033111572266,6.557066440582275,37.8963508605957,37.906349182128906,80.27213287353516,34.68023681640625,30.834714889526367,0.019753700122237206,0.0,0.22009648382663727,0.2147672176361084,0.1429673433303833,2.5931668281555176,3.49775767326355,3.52531099319458,416.2212038947851,0.028813300654292107,7.544181279683926e-09,44.65641784667969,34.27891540527344,95.6385726928711,6.624466896057129,37.88648986816406,37.904876708984375,80.48310852050781,34.98097610473633,34.66330337524414,0.023287929594516754,0.0,0.07510672509670258,0.17185984551906586,0.20014026761054993,0.12480731308460236,0.12498143315315247,0.20039641857147217,0.12533846497535706,0.12507160007953644
32,0.14398764073848724,1.3708186149597168,1.8004852533340454,1.812269687652588,399.232351731183,0.03327083960175514,1.044258812754606e-08,39.29502868652344,30.480510711669922,95.31571197509766,6.556131362915039,37.897743225097656,37.90636444091797,80.27716827392578,34.68292236328125,30.861543655395508,0.019672540947794914,0.0,0.20615015923976898,0.17947246134281158,0.14274540543556213,2.6054489612579346,2.7041022777557373,2.69948673248291,415.51152570232654,0.02864374779164791,7.213460051502807e-09,44.13562774658203,33.812904357910156,95.65188598632812,6.622819423675537,37.88823318481445,37.90492248535156,80.49119567871094,34.99103546142578,34.131351470947266,0.023454949259757996,0.0,0.5054208636283875,0.6356743574142456,0.20001442730426788,0.12508387863636017,0.12489285320043564,0.20036309957504272,0.12529779970645905,0.12506626546382904
