epoch,loss,val_loss
0,77.21977756085529,107.7817565566089
1,66.42275925162453,136.0052099295882
2,64.0067087315699,70.14791423869583
3,62.57994304153154,82.68383351771837
4,62.099192000506484,90.36831633689768
5,61.58489690336791,68.78032624346655
6,61.10526520351194,83.08103805797904
7,60.80907825973799,98.58480411905413
8,60.521741748134616,83.21190824688605
9,60.32928695473067,89.50535995035551
10,60.50859533071732,184.13916053372108
11,59.991534115362036,104.61639146464925
12,59.97455104474859,94.70564345513749
13,59.72173141452073,85.98667158850584
14,59.568142245721944,92.25966029137186
15,59.42475589022161,69.16396487254016
16,59.32046532506677,87.68848525073294
17,59.22800099663336,88.99189857466915
18,59.097289910192224,105.86558553187852
19,59.080393988788394,89.70518227503234
20,59.029079274111574,123.55026118120557
21,60.523733600708994,115.22090023528605
22,63.45666445640434,71.72876529493672
23,61.34047832643247,76.62990353502317
24,60.790110361351154,65.82999268377851
25,60.76695239811681,82.04726585852025
26,60.35055574895237,72.61135563240612
27,60.1269542772922,75.75564693554892
28,60.03441182056849,72.07592112543198
29,59.902802920962706,74.18847840507075
30,59.75978679742668,75.4788000430701
31,59.524243889986025,102.84785481259009
32,59.52575573025795,88.39735749282677
33,60.30527667159554,67.11390464830698
34,59.25817426148558,84.63411052711855
35,59.16458347659869,69.55407277233196
36,59.07123605637323,65.41476417717443
37,59.08505251765358,65.78180044881952
38,58.906697741265994,81.1211292098903
39,58.898889356889065,117.90637058601939
40,59.000011257641184,71.85386342622449
41,58.43763459677752,85.44779670763316
42,58.57945891154959,72.4932664563321
43,58.89253727997731,65.63723799987409
44,58.58861937955598,86.8307565941001
45,58.522071112455386,107.38338378650337
46,58.43291908600045,81.22675973824235
47,58.346908805141126,81.64179550586756
48,58.34586503610671,65.49557656342128
49,58.25953687614722,93.02986507135867
50,58.22784545569407,71.33640258277238
51,58.67775822217038,89.10948198426445
52,58.32177886928616,73.46482903502522
53,58.197061210008535,80.53784038615676
54,58.05473555353238,70.4560457145643
55,58.04128538476168,65.4590271092061
56,57.96841933600879,81.11763246164382
57,58.020430092070406,65.93105505217547
58,57.94495688110242,67.11341636225862
59,57.8502781472973,81.8135185353661
60,57.84490641056688,73.44665130999103
61,57.86858375528752,81.13793207324525
62,58.20223030268557,64.71579280349444
63,57.763578435138655,73.27527499408842
64,57.996146417156815,96.06025397022815
65,57.819216955961245,70.70407578890179
66,57.686848438053865,72.62396679124492
67,57.64364027655671,77.6088138540336
68,57.74663509358614,67.86301829020182
69,57.76016991436214,68.71587358710651
70,57.81154219429448,66.48068762245418
71,57.72259951383277,73.77218920309838
72,57.647069326094005,69.38881075237282
73,57.49997355143229,72.77984522533616
74,57.45272738995685,85.44590408677075
75,57.82091996569089,74.04716177566496
76,57.564630730861175,73.12835177375585
77,57.40322826759085,70.41256974578154
78,57.40629623838084,75.18182929976682
79,57.590609397785364,70.02024923840409
80,57.38575653322945,68.14394712308167
81,57.535297347871655,76.47089722511403
82,57.67820241676186,70.90691799907565
83,57.38822453645362,82.72995903606935
84,57.46476475114985,64.92122192062922
85,57.39414147773736,93.35700489739952
86,57.32424663327775,66.77040045396338
87,57.30264225400255,65.3664642589897
88,57.141057378626684,67.036898490218
89,57.24174839235702,82.43340249371478
90,57.270478066087094,65.267639099377
91,57.12751529415984,71.85444604005954
92,57.14316634172164,74.25315738893904
93,57.18125462424937,66.99031170219246
94,57.05391022647059,97.24418794324063
95,57.01464686432296,84.734643087647
96,57.14915879447505,68.17548194421413
97,57.13357130189469,70.96225392723484
98,57.149521995811774,77.69483089487008
99,57.11085516491776,64.80960129072082
