epoch,baseline_loss,disparity_loss,fx_loss,fy_loss,loss,pitch_loss,tf_op_layer_mul_1_loss,tf_op_layer_mul_2_loss,tf_op_layer_mul_3_loss,tf_op_layer_mul_4_loss,tf_op_layer_mul_5_loss,tf_op_layer_mul_6_loss,tf_op_layer_mul_loss,u0_loss,v0_loss,val_baseline_loss,val_disparity_loss,val_fx_loss,val_fy_loss,val_loss,val_pitch_loss,val_tf_op_layer_mul_1_loss,val_tf_op_layer_mul_2_loss,val_tf_op_layer_mul_3_loss,val_tf_op_layer_mul_4_loss,val_tf_op_layer_mul_5_loss,val_tf_op_layer_mul_6_loss,val_tf_op_layer_mul_loss,val_u0_loss,val_v0_loss,val_x_loss,val_y_loss,val_z_loss,x_loss,y_loss,z_loss
0,0.24132761359214783,3.540602445602417,10.800299644470215,10.789891242980957,309.0097279235895,0.33798131346702576,39.261077880859375,30.464452743530273,95.31025695800781,6.556099891662598,37.90705490112305,37.93001174926758,30.84000587463379,2.2236602306365967,2.1250720024108887,0.5993094444274902,5.180720329284668,33.589500427246094,28.62183380126953,384.3272072590122,3.5420939922332764,44.14945983886719,33.81996154785156,95.67573547363281,6.623386383056641,37.887969970703125,37.90487289428711,34.1373405456543,14.358638763427734,6.422823905944824,0.8377382159233093,0.2874257564544678,0.5532508492469788,0.25438475608825684,0.1953064203262329,0.20849870145320892
1,0.1510690450668335,3.1061630249023438,7.29856014251709,7.31651496887207,298.26487776078517,0.05153245851397514,39.258121490478516,30.461912155151367,95.31119537353516,6.555952548980713,37.89677810668945,37.90637969970703,30.83847427368164,0.7883312106132507,0.8416824340820312,0.676300585269928,7.587957859039307,12.007355690002441,10.107219696044922,339.9919475563417,1.4265499114990234,44.130489349365234,33.8084716796875,95.66923522949219,6.622091293334961,37.8873176574707,37.904930114746094,34.12683868408203,10.145559310913086,3.459496259689331,4.237761497497559,0.3624518811702728,0.18983182311058044,0.20306241512298584,0.1326255202293396,0.12733256816864014
2,0.14664846658706665,3.0032074451446533,6.536884784698486,6.579177379608154,296.2695726255844,0.03546864911913872,39.271995544433594,30.481504440307617,95.29634857177734,6.554479122161865,37.896827697753906,37.90639877319336,30.857404708862305,0.6041545271873474,0.6592185497283936,0.40321627259254456,3.5711781978607178,7.154844760894775,7.541778564453125,318.7177621773454,0.22138649225234985,44.13071060180664,33.807395935058594,95.67877960205078,6.622097492218018,37.88787841796875,37.904930114746094,34.12517547607422,4.246565818786621,4.070676326751709,0.9781028032302856,0.1385219693183899,0.16564680635929108,0.20092932879924774,0.1284320056438446,0.12527771294116974
3,0.1455320417881012,2.9477086067199707,6.268429756164551,6.323376655578613,295.51598487710055,0.034069158136844635,39.25696563720703,30.462419509887695,95.3117446899414,6.556305408477783,37.895545959472656,37.90639114379883,30.838457107543945,0.5410277247428894,0.5592613816261292,0.17723707854747772,2.971569299697876,8.273025512695312,8.17080020904541,311.63540599511106,0.0387728177011013,44.13811492919922,33.810855865478516,95.69285583496094,6.618033409118652,37.89017105102539,37.90501022338867,34.12954330444336,0.6878583431243896,0.5361331105232239,0.27482694387435913,0.12580157816410065,0.13153581321239471,0.20042437314987183,0.12619829177856445,0.1251956969499588
4,0.1440543383359909,2.9292843341827393,6.188394546508789,6.204032897949219,295.3497879453318,0.03100193478167057,39.25461196899414,30.459253311157227,95.30728912353516,6.55867862701416,37.898197174072266,37.90631866455078,30.83599281311035,0.49168887734413147,0.6554768681526184,1.1098486185073853,3.923978567123413,14.978368759155273,15.200746536254883,334.8092168588058,0.41542848944664,44.181060791015625,33.87533187866211,95.65962219238281,6.622587203979492,37.88494110107422,37.9049186706543,34.18989944458008,3.474465847015381,3.936465263366699,1.1060755252838135,0.16723960638046265,0.21894989907741547,0.2005038857460022,0.1257125735282898,0.1251380741596222
5,0.1439557522535324,2.9313461780548096,5.889808177947998,5.946206092834473,294.51543230877627,0.029278457164764404,39.27798080444336,30.473209381103516,95.30166625976562,6.555912494659424,37.896827697753906,37.906402587890625,30.85196304321289,0.41672107577323914,0.4509543478488922,0.14329729974269867,3.0592753887176514,6.111067295074463,6.195340633392334,308.03239028258895,0.05218994617462158,44.13957595825195,33.817665100097656,95.63566589355469,6.622743606567383,37.88835906982422,37.90493392944336,34.13438415527344,0.7337159514427185,0.9165017604827881,0.31268933415412903,0.12622801959514618,0.13534879684448242,0.20043498277664185,0.12528201937675476,0.12521356344223022
6,0.1440708041191101,2.91739821434021,5.854405403137207,5.930715084075928,294.5275308394796,0.028083279728889465,39.25754928588867,30.461700439453125,95.30851745605469,6.556673526763916,37.898441314697266,37.9063606262207,30.838075637817383,0.4572151303291321,0.49285727739334106,0.14305394887924194,3.0777931213378906,10.889758110046387,10.924606323242188,317.2029643380667,0.033459730446338654,44.16913986206055,33.877708435058594,95.64678192138672,6.6232829093933105,37.88557434082031,37.9049072265625,34.18888473510742,1.2249329090118408,0.21254636347293854,0.20003870129585266,0.12498149275779724,0.12516345083713531,0.20042139291763306,0.1253034621477127,0.12517374753952026
7,0.14409445226192474,2.9173922538757324,5.458768844604492,5.529382705688477,293.58095491448717,0.027728980407118797,39.255577087402344,30.46116828918457,95.31035614013672,6.55642032623291,37.895912170410156,37.9063720703125,30.837074279785156,0.38581719994544983,0.41530898213386536,0.8254205584526062,7.021205425262451,9.96550178527832,12.242247581481934,338.7525556456368,0.2909766733646393,44.37288284301758,33.96120834350586,95.66859436035156,6.622745513916016,37.89234161376953,37.904945373535156,34.2859001159668,5.972575664520264,11.02401351928711,0.8092082142829895,0.1810435652732849,0.13518717885017395,0.20037433505058289,0.12534889578819275,0.12518028914928436
8,0.1441088765859604,2.877274513244629,5.224868297576904,5.2642035484313965,292.947877863004,0.026536185294389725,39.30913162231445,30.515647888183594,95.29792022705078,6.5581159591674805,37.897666931152344,37.906272888183594,30.89776611328125,0.3613757789134979,0.35361117124557495,0.14617930352687836,3.1654393672943115,7.783302307128906,7.687195777893066,310.4699055733671,0.026871496811509132,44.14378356933594,33.820045471191406,95.6499252319336,6.620477199554443,37.89006042480469,37.904972076416016,34.13862228393555,0.3931387960910797,0.5675556659698486,0.20057956874370575,0.12495127320289612,0.12641821801662445,0.2005712389945984,0.12533195316791534,0.12522396445274353
9,0.1440844088792801,2.8746984004974365,5.041309356689453,5.053531169891357,292.61878206402145,0.025797786191105843,39.26840591430664,30.47201919555664,95.30530548095703,6.5561347007751465,37.89689254760742,37.906368255615234,30.848369598388672,0.38868406414985657,0.38541075587272644,2.6002652645111084,27.754432678222656,105.71615600585938,103.12027740478516,597.3347896551936,1.4036258459091187,44.13413619995117,33.811004638671875,95.65231323242188,6.619501113891602,37.88813018798828,37.90497589111328,34.129112243652344,23.751258850097656,30.139102935791016,1.4165235757827759,3.103421688079834,8.273693084716797,0.20048224925994873,0.12537634372711182,0.12523110210895538
10,0.14405012130737305,2.8299055099487305,4.5486955642700195,4.550879001617432,291.5107488448836,0.026245737448334694,39.25762939453125,30.461139678955078,95.30452728271484,6.558232307434082,37.89863586425781,37.9063606262207,30.837949752807617,0.37010613083839417,0.3417922556400299,0.16358067095279694,3.492572784423828,17.835834503173828,17.80339241027832,332.2546858109768,0.045242421329021454,44.1295051574707,33.80760955810547,95.65897369384766,6.6261091232299805,37.8863639831543,37.904842376708984,34.125179290771484,1.0954729318618774,1.0478497743606567,0.20379728078842163,0.13424919545650482,0.18304648995399475,0.20044513046741486,0.12537667155265808,0.12514422833919525
11,0.14405927062034607,2.7837982177734375,4.3872809410095215,4.350117206573486,291.0647826435538,0.02319868467748165,39.27641677856445,30.472293853759766,95.31218719482422,6.557714939117432,37.89520263671875,37.9063835144043,30.850004196166992,0.31358540058135986,0.36866238713264465,0.15984170138835907,2.996076822280884,5.481675148010254,5.431581974029541,306.08201964436336,0.027501460164785385,44.174644470214844,33.852333068847656,95.66510772705078,6.622035503387451,37.883689880371094,37.904937744140625,34.16572952270508,0.2602356970310211,0.9980630278587341,0.20357182621955872,0.12535688281059265,0.15390925109386444,0.2004893273115158,0.12536457180976868,0.12519672513008118
12,0.14415882527828217,2.7509286403656006,4.0890398025512695,4.0656843185424805,290.4618702082193,0.024023817852139473,39.26513671875,30.46783447265625,95.30783081054688,6.555109977722168,37.89673614501953,37.90641403198242,30.843921661376953,0.32335272431373596,0.36376431584358215,0.14617417752742767,2.957298755645752,4.4098896980285645,4.473611354827881,303.92476071531667,0.07741726189851761,44.12937545776367,33.807769775390625,95.6601333618164,6.625153541564941,37.89059066772461,37.904869079589844,34.125831604003906,0.6932004690170288,0.3754999041557312,0.21144384145736694,0.1260668933391571,0.21235227584838867,0.2004011571407318,0.12538550794124603,0.12517468631267548
