epoch,baseline_loss,disparity_loss,fx_loss,fy_loss,loss,pitch_loss,tf_op_layer_mul_1_loss,tf_op_layer_mul_2_loss,tf_op_layer_mul_3_loss,tf_op_layer_mul_4_loss,tf_op_layer_mul_5_loss,tf_op_layer_mul_6_loss,tf_op_layer_mul_7_loss,tf_op_layer_mul_8_loss,tf_op_layer_mul_loss,u0_loss,v0_loss,val_baseline_loss,val_disparity_loss,val_fx_loss,val_fy_loss,val_loss,val_pitch_loss,val_tf_op_layer_mul_1_loss,val_tf_op_layer_mul_2_loss,val_tf_op_layer_mul_3_loss,val_tf_op_layer_mul_4_loss,val_tf_op_layer_mul_5_loss,val_tf_op_layer_mul_6_loss,val_tf_op_layer_mul_7_loss,val_tf_op_layer_mul_8_loss,val_tf_op_layer_mul_loss,val_u0_loss,val_v0_loss,val_x_loss,val_y_loss,val_z_loss,x_loss,y_loss,z_loss
10,0.14423887431621552,3.629690170288086,4.567756175994873,4.603411674499512,407.5185336789031,0.059076644480228424,39.25381088256836,30.45987319946289,95.302490234375,6.556384563446045,37.898223876953125,37.906341552734375,80.28601837158203,34.66634750366211,30.836467742919922,0.396179735660553,0.4521937668323517,0.14582517743110657,3.4669227600097656,8.774612426757812,8.742626190185547,428.5826455426166,0.05331939458847046,44.26511001586914,33.942928314208984,95.67182159423828,6.619597434997559,37.88903045654297,37.90501022338867,80.52049255371094,34.9915771484375,34.25486373901367,0.6203998923301697,0.6071212291717529,0.20071466267108917,0.12687279284000397,0.13504403829574585,0.20033316314220428,0.1254093199968338,0.12523865699768066
11,0.14396102726459503,3.2284164428710938,4.216596603393555,4.245833396911621,406.1917527739464,0.039682962000370026,39.30368423461914,30.48650550842285,95.30509185791016,6.555667400360107,37.89582061767578,37.906436920166016,80.28340148925781,34.66804885864258,30.863208770751953,0.30463895201683044,0.3460065424442291,0.14268264174461365,3.1770334243774414,9.412870407104492,9.465065002441406,429.6139750034804,0.035009801387786865,44.14238357543945,33.817955017089844,95.6568374633789,6.621507167816162,37.88471984863281,37.90494155883789,80.49058532714844,34.976722717285156,34.13520812988281,0.6653357148170471,0.5543646812438965,0.2004154473543167,0.12478341162204742,0.12489243596792221,0.2003902792930603,0.1253824383020401,0.12517252564430237
12,0.14397791028022766,3.406273126602173,3.963683843612671,3.9954066276550293,405.8628778037785,0.04634924978017807,39.259124755859375,30.46593475341797,95.30197143554688,6.556414604187012,37.89710235595703,37.9063720703125,80.28546142578125,34.66989517211914,30.841833114624023,0.2942814528942108,0.3494820296764374,0.23610460758209229,4.084146499633789,13.309239387512207,14.298093795776367,461.6109824894359,0.0878954604268074,44.13340759277344,33.814369201660156,95.65458679199219,6.623230457305908,37.884361267089844,37.904911041259766,80.49676513671875,34.97002410888672,34.13172912597656,11.087480545043945,11.799677848815918,0.20377430319786072,0.35229799151420593,0.4115641713142395,0.20035919547080994,0.12534745037555695,0.12510550022125244
13,0.14416098594665527,3.359196186065674,3.8517889976501465,3.8933706283569336,405.6048549820042,0.044928815215826035,39.255062103271484,30.464479446411133,95.29299926757812,6.557685852050781,37.89448165893555,37.90633010864258,80.29576110839844,34.66810989379883,30.839649200439453,0.3096654713153839,0.3372688591480255,0.14322631061077118,3.267594337463379,10.004426002502441,9.99463939666748,430.03243111344506,0.03765914589166641,44.16139602661133,33.83012390136719,95.64594268798828,6.624351978302002,37.886932373046875,37.90485763549805,80.4797592163086,34.98173522949219,34.14815139770508,0.19652466475963593,0.2256215661764145,0.2001989334821701,0.1251445859670639,0.12498163431882858,0.20049789547920227,0.12540914118289948,0.125106081366539
14,0.14401932060718536,3.1634938716888428,3.3580188751220703,3.3853437900543213,404.3530956943508,0.03863929212093353,39.66486358642578,30.978879928588867,95.29541778564453,6.555752277374268,37.89632034301758,37.906429290771484,80.29312133789062,34.67335891723633,31.335693359375,0.27858155965805054,0.3166588544845581,0.1430578976869583,3.1565206050872803,9.667841911315918,9.66914176940918,429.3275354669279,0.04709368571639061,44.144962310791016,33.82184600830078,95.65338134765625,6.619394779205322,37.887821197509766,37.904972076416016,80.5141830444336,34.97752380371094,34.13871765136719,0.18139593303203583,0.29587435722351074,0.20038411021232605,0.1251620650291443,0.12523986399173737,0.20044271647930145,0.12541766464710236,0.12513813376426697
15,0.14404137432575226,3.0590739250183105,3.223252534866333,3.2543649673461914,403.94688330801995,0.036014899611473083,39.255775451660156,30.460491180419922,95.3093490600586,6.556692600250244,37.89736557006836,37.906394958496094,80.30306243896484,34.6755485534668,30.836669921875,0.27231016755104065,0.29187944531440735,0.15200181305408478,3.5277113914489746,4.5888447761535645,4.588686466217041,421.27179139335203,0.050316113978624344,44.1398811340332,33.812808990478516,95.67135620117188,6.6201701164245605,37.889713287353516,37.90498733520508,80.49360656738281,34.990352630615234,34.131324768066406,1.2738643884658813,0.9181606769561768,0.20023207366466522,0.12596070766448975,0.1293051689863205,0.20045842230319977,0.12537866830825806,0.12514092028141022
16,0.144078329205513,2.965836524963379,3.166736125946045,3.210325002670288,403.729265315492,0.0318225659430027,39.254024505615234,30.46099090576172,95.29570770263672,6.556025505065918,37.89704513549805,37.906410217285156,80.28752136230469,34.67565155029297,30.837156295776367,0.25051867961883545,0.2976363003253937,0.15589562058448792,3.241420269012451,5.884925842285156,5.735982894897461,422.26492843148094,0.0414726585149765,44.134803771972656,33.814762115478516,95.6366958618164,6.62265682220459,37.889930725097656,37.904930114746094,80.45964813232422,34.97140121459961,34.13333511352539,0.47888392210006714,0.5604056715965271,0.20001888275146484,0.1260884553194046,0.12534861266613007,0.2004319131374359,0.12540267407894135,0.12513229250907898
17,0.14396247267723083,2.9645862579345703,2.8093252182006836,2.8370931148529053,402.9766839616061,0.03125140815973282,39.2818717956543,30.47466278076172,95.31068420410156,6.55649471282959,37.89619827270508,37.9063720703125,80.28927612304688,34.68189239501953,30.848894119262695,0.26653409004211426,0.264575332403183,0.14390245079994202,3.0403881072998047,9.130379676818848,9.262770652770996,429.5859446015748,0.035476695746183395,44.19084167480469,33.84088897705078,95.6759262084961,6.62094783782959,37.889320373535156,37.90496063232422,80.48269653320312,35.00325393676758,34.1641960144043,0.4514493942260742,1.3651785850524902,0.2001820206642151,0.12507054209709167,0.12577277421951294,0.20050761103630066,0.12545660138130188,0.1251344531774521
18,0.1440609097480774,2.936951160430908,2.731431007385254,2.763253927230835,402.78976058205933,0.0315236896276474,39.252601623535156,30.45972442626953,95.30138397216797,6.555883884429932,37.89496994018555,37.90642547607422,80.27702331542969,34.66948318481445,30.83543586730957,0.26112693548202515,0.2545936107635498,0.1439412534236908,3.2052268981933594,5.298813819885254,5.233541965484619,420.5523066810592,0.029766172170639038,44.15739440917969,33.82852554321289,95.66938018798828,6.624091148376465,37.88779830932617,37.90486145019531,80.47314453125,34.99574661254883,34.14759063720703,0.36023277044296265,0.11920280754566193,0.20035386085510254,0.12557412683963776,0.1250329166650772,0.2003859132528305,0.12536980211734772,0.12517409026622772
19,0.14413213729858398,2.800856590270996,2.6139118671417236,2.651219606399536,402.44866039073906,0.02784750610589981,39.258853912353516,30.463098526000977,95.31018829345703,6.556437015533447,37.89668655395508,37.9063835144043,80.28386688232422,34.679039001464844,30.83909797668457,0.24133943021297455,0.30113688111305237,0.1426207721233368,3.0389275550842285,5.29380464553833,5.393157005310059,421.44029845551626,0.030519284307956696,44.221065521240234,33.877716064453125,95.66976165771484,6.621090412139893,37.89012908935547,37.90494918823242,80.50354766845703,34.99536895751953,34.197296142578125,0.9113706946372986,0.4654906392097473,0.19989420473575592,0.12533338367938995,0.12505346536636353,0.2003687024116516,0.12535014748573303,0.1251482516527176
20,0.1440860480070114,2.7305355072021484,2.5286736488342285,2.5596680641174316,402.139129600285,0.02725537121295929,39.25471878051758,30.46043586730957,95.3045425415039,6.556437969207764,37.89665985107422,37.90640640258789,80.29724884033203,34.67633819580078,30.836408615112305,0.24002498388290405,0.2409164160490036,0.14370061457157135,2.9188618659973145,3.941843032836914,4.097651958465576,418.2194052386334,0.029709890484809875,44.143348693847656,33.81410598754883,95.68177795410156,6.623662948608398,37.891048431396484,37.9048957824707,80.46623992919922,35.00650405883789,34.13262939453125,0.5279852747917175,0.39619696140289307,0.20008128881454468,0.12495308369398117,0.12488877028226852,0.20046359300613403,0.1253729611635208,0.12515345215797424
21,0.14406785368919373,2.6936683654785156,2.4268059730529785,2.459650754928589,401.8944779086734,0.026934338733553886,39.25602722167969,30.460742950439453,95.31092834472656,6.555800914764404,37.89634323120117,37.906402587890625,80.28577423095703,34.678165435791016,30.83707046508789,0.23391012847423553,0.2418006807565689,0.14330273866653442,3.112736225128174,6.21207332611084,6.305268287658691,422.87280545984424,0.028015274554491043,44.13578414916992,33.813629150390625,95.6492919921875,6.622781276702881,37.890655517578125,37.90493392944336,80.49275970458984,34.980953216552734,34.13188934326172,0.3905066251754761,0.5142844915390015,0.2002410590648651,0.12480910122394562,0.12492181360721588,0.20046131312847137,0.12533724308013916,0.12512071430683136
22,0.144089013338089,2.635075092315674,2.3886120319366455,2.428800106048584,401.7604627802901,0.027043620124459267,39.268550872802734,30.47280502319336,95.31013488769531,6.555561065673828,37.897727966308594,37.9063606262207,80.29026794433594,34.67967224121094,30.849956512451172,0.2377701848745346,0.23277096450328827,0.14393267035484314,2.982785224914551,3.0096681118011475,2.9993152618408203,415.8606270652147,0.023493213579058647,44.14021301269531,33.81633377075195,95.65626525878906,6.622453689575195,37.88853454589844,37.90492630004883,80.50350952148438,34.97751998901367,34.134376525878906,0.12477599084377289,0.41176533699035645,0.20040781795978546,0.12486251443624496,0.12513913214206696,0.20039692521095276,0.12534461915493011,0.12508216500282288
23,0.14403560757637024,2.5912108421325684,2.241547107696533,2.271052598953247,401.3927215603591,0.02561294659972191,39.258602142333984,30.461294174194336,95.30664825439453,6.556967735290527,37.89763641357422,37.906375885009766,80.29246520996094,34.67477035522461,30.83799171447754,0.21806366741657257,0.2337133288383484,0.14268408715724945,2.87192440032959,5.091619968414307,5.018060684204102,419.6383466612618,0.024214517325162888,44.13631820678711,33.811363220214844,95.66657257080078,6.623531341552734,37.88710403442383,37.9049072265625,80.49938201904297,34.981204986572266,34.128292083740234,0.25875788927078247,0.07056046277284622,0.20020170509815216,0.12501868605613708,0.12527956068515778,0.2004268914461136,0.12530311942100525,0.12518160045146942
24,0.14401963353157043,2.53374981880188,2.143381118774414,2.1707632541656494,401.18694987746903,0.025365794077515602,39.25822830200195,30.46303939819336,95.30335235595703,6.555415153503418,37.897483825683594,37.90641784667969,80.30455017089844,34.671234130859375,30.839200973510742,0.2531552016735077,0.2493523359298706,0.1426536589860916,2.8355467319488525,10.254405975341797,10.354891777038574,430.09963431368334,0.02552349865436554,44.13075637817383,33.81329345703125,95.641845703125,6.6230292320251465,37.887638092041016,37.90491485595703,80.44635009765625,34.963905334472656,34.13102722167969,0.1409161239862442,0.1717594414949417,0.20016522705554962,0.12542665004730225,0.1249641627073288,0.2004350870847702,0.1253797560930252,0.12511371076107025
25,0.14397494494915009,2.510744333267212,2.1097631454467773,2.141930341720581,401.05814402015596,0.025797219946980476,39.2545166015625,30.46044158935547,95.2970199584961,6.557677745819092,37.89672088623047,37.9063606262207,80.27978515625,34.670230865478516,30.83678436279297,0.20720027387142181,0.25091904401779175,0.14269773662090302,2.719764232635498,2.9599695205688477,3.032261848449707,415.3074082220625,0.02355564385652542,44.133445739746094,33.81228256225586,95.63983917236328,6.625069618225098,37.89146041870117,37.90486526489258,80.45287322998047,34.97330093383789,34.131465911865234,0.18783308565616608,0.07400541007518768,0.20004040002822876,0.12476129084825516,0.12509894371032715,0.2003907561302185,0.12532833218574524,0.12509198486804962
26,0.1440102756023407,2.4415512084960938,2.0237348079681396,2.0575804710388184,400.81355010081495,0.025128647685050964,39.258243560791016,30.462764739990234,95.3034439086914,6.555509567260742,37.897361755371094,37.906402587890625,80.2902603149414,34.670989990234375,30.839111328125,0.2205454260110855,0.2331947237253189,0.14291682839393616,2.7315964698791504,4.0277557373046875,4.021193027496338,417.49690578628633,0.023865334689617157,44.136714935302734,33.8115119934082,95.66830444335938,6.624611854553223,37.88918685913086,37.90489196777344,80.46761322021484,34.99350357055664,34.129940032958984,0.17117227613925934,0.21280890703201294,0.20047502219676971,0.12479699403047562,0.12486378103494644,0.20041270554065704,0.1253257393836975,0.12513498961925507
27,0.14405345916748047,2.383291244506836,2.0188920497894287,2.0505306720733643,400.7706677268029,0.02438453771173954,39.258575439453125,30.46728515625,95.3084487915039,6.555984020233154,37.89574432373047,37.90637969970703,80.2813491821289,34.6749153137207,30.842510223388672,0.22333644330501556,0.2578997313976288,0.14281998574733734,2.8000030517578125,5.499351978302002,5.763848781585693,421.2768527816676,0.0256132073700428,44.13036346435547,33.809078216552734,95.67024230957031,6.623469352722168,37.88600540161133,37.9049186706543,80.48994445800781,34.992427825927734,34.126468658447266,0.4617030918598175,0.4234665632247925,0.19997499883174896,0.12754353880882263,0.12522289156913757,0.20043276250362396,0.12531889975070953,0.1251298487186432
28,0.14399611949920654,2.341636896133423,1.9879555702209473,2.019477605819702,400.64756341953057,0.024529647082090378,39.25577926635742,30.463645935058594,95.3008041381836,6.55625057220459,37.894676208496094,37.9063720703125,80.28227996826172,34.6731071472168,30.839014053344727,0.22267305850982666,0.2380468249320984,0.1433010846376419,2.7980644702911377,5.637959003448486,5.632832050323486,421.6413864167731,0.024281563237309456,44.14051818847656,33.821807861328125,95.64851379394531,6.623926162719727,37.888999938964844,37.904903411865234,80.49871063232422,34.97806930541992,34.1402702331543,0.6162084341049194,0.6179518699645996,0.20004670321941376,0.1284540891647339,0.12553580105304718,0.20037129521369934,0.1253369003534317,0.12512876093387604
29,0.1440260261297226,2.2897841930389404,1.9350272417068481,1.961929202079773,400.49415444428064,0.024385247379541397,39.259952545166016,30.46454429626465,95.30718994140625,6.557755470275879,37.897743225097656,37.90634536743164,80.30288696289062,34.67820358276367,30.84144401550293,0.2271834909915924,0.2447495013475418,0.14276660978794098,2.728085517883301,4.514333724975586,4.5896687507629395,418.4487312748747,0.023224588483572006,44.14415740966797,33.83061981201172,95.63317108154297,6.621517658233643,37.885536193847656,37.904937744140625,80.46678924560547,34.962677001953125,34.147430419921875,0.11441279947757721,0.16592948138713837,0.20015840232372284,0.12562671303749084,0.12499184906482697,0.2004472315311432,0.125295490026474,0.1251130849123001
30,0.14400143921375275,2.2159996032714844,1.8148311376571655,1.836641550064087,400.1338582685801,0.023662647232413292,39.25393295288086,30.46030044555664,95.30345153808594,6.556704521179199,37.8960075378418,37.90635299682617,80.27544403076172,34.678226470947266,30.836162567138672,0.19562534987926483,0.2346719354391098,0.14272993803024292,2.710726737976074,3.1946849822998047,3.1610515117645264,416.23246022350384,0.02604883350431919,44.13357925415039,33.815792083740234,95.63430786132812,6.623932838439941,37.88823318481445,37.90489196777344,80.47879791259766,34.9578971862793,34.13436508178711,0.23881995677947998,0.5930030941963196,0.20042414963245392,0.12477074563503265,0.12490030378103256,0.20042264461517334,0.12537841498851776,0.1251557171344757
31,0.1440272033214569,2.163905382156372,1.7992624044418335,1.8182886838912964,400.0294856397932,0.023663926869630814,39.25942611694336,30.465181350708008,95.30221557617188,6.556536674499512,37.89560317993164,37.90635681152344,80.29212188720703,34.66989517211914,30.84132194519043,0.1931988000869751,0.22044166922569275,0.1432138830423355,2.752163887023926,4.089146137237549,4.073627471923828,417.43425519451404,0.0256002489477396,44.12900924682617,33.80856704711914,95.66728210449219,6.622195243835449,37.88709259033203,37.90492248535156,80.4788818359375,34.985023498535156,34.125823974609375,0.10792477428913116,0.08178216218948364,0.2001718133687973,0.12484182417392731,0.12487955391407013,0.20036616921424866,0.12537364661693573,0.12505915760993958
32,0.14399553835391998,2.1134421825408936,1.7919921875,1.8101556301116943,399.97741733218567,0.023940540850162506,39.27497100830078,30.48104476928711,95.30501556396484,6.556850433349609,37.89494323730469,37.90639877319336,80.28248596191406,34.679019927978516,30.855165481567383,0.1778295934200287,0.2529827058315277,0.14266693592071533,2.698206663131714,3.782945156097412,3.7582108974456787,417.01713226126424,0.022145951166749,44.134666442871094,33.81325912475586,95.65552520751953,6.620911121368408,37.88841247558594,37.90495681762695,80.50004577636719,34.985191345214844,34.13093948364258,0.09899341315031052,0.3469783365726471,0.19999313354492188,0.12498784810304642,0.12492545694112778,0.20036228001117706,0.12530192732810974,0.12510958313941956
33,0.14406384527683258,2.0509257316589355,1.6947675943374634,1.7046016454696655,399.70001343541173,0.02358976937830448,39.253570556640625,30.458847045898438,95.30601501464844,6.556049823760986,37.897647857666016,37.906402587890625,80.28247833251953,34.67418670654297,30.83501625061035,0.19265048205852509,0.22396142780780792,0.14322307705879211,2.687173366546631,5.162884712219238,5.258894920349121,420.1752802243023,0.023018820211291313,44.15285110473633,33.85573196411133,95.6517562866211,6.6213698387146,37.88722229003906,37.90492248535156,80.45347595214844,34.97669219970703,34.168792724609375,0.6003541946411133,0.1417766958475113,0.20003968477249146,0.12526950240135193,0.12491659075021744,0.20030774176120758,0.12534253299236298,0.12509462237358093
34,0.14397771656513214,2.0039358139038086,1.7076691389083862,1.7203649282455444,399.65215239683357,0.023545876145362854,39.25739288330078,30.462032318115234,95.31246948242188,6.556354999542236,37.8968620300293,37.906402587890625,80.3003158569336,34.67428207397461,30.838720321655273,0.1922919601202011,0.19267840683460236,0.14284053444862366,2.8705365657806396,4.570657253265381,4.573218822479248,418.56750168390494,0.023215273395180702,44.14338684082031,33.81884765625,95.66030883789062,6.624605178833008,37.88678741455078,37.90486145019531,80.51997375488281,34.982444763183594,34.13658905029297,0.11555345356464386,0.11537974327802658,0.20006833970546722,0.12485087662935257,0.12479995936155319,0.2003568708896637,0.12530525028705597,0.12507864832878113
35,0.14401164650917053,1.9516690969467163,1.706741213798523,1.717772364616394,399.6153254945109,0.0235220268368721,39.263465881347656,30.46868324279785,95.2986068725586,6.555333137512207,37.89651107788086,37.90641784667969,80.28279113769531,34.67586898803711,30.845054626464844,0.17382025718688965,0.2286505401134491,0.14266811311244965,2.713399887084961,3.683659076690674,3.7312424182891846,417.4150804691595,0.024241624400019646,44.12989807128906,33.809608459472656,95.65431213378906,6.624852657318115,37.88681411743164,37.904884338378906,80.48224639892578,34.97138214111328,34.12770462036133,0.4038431644439697,0.551895797252655,0.20077067613601685,0.12491676956415176,0.12495779246091843,0.20080487430095673,0.12527818977832794,0.12511765956878662
36,0.14402183890342712,1.8923664093017578,1.628612995147705,1.6344038248062134,399.4190360645935,0.023805279284715652,39.251651763916016,30.459157943725586,95.2958984375,6.555811882019043,37.89631652832031,37.90635681152344,80.2750244140625,34.67359924316406,30.83511734008789,0.19853611290454865,0.2310580611228943,0.14455147087574005,2.72739839553833,6.090785980224609,6.030893325805664,421.4152656859072,0.022550879046320915,44.129112243652344,33.80752944946289,95.67150115966797,6.620899677276611,37.886077880859375,37.90497589111328,80.47441864013672,34.98636245727539,34.124778747558594,0.16755764186382294,0.07167869061231613,0.2000478059053421,0.12495239824056625,0.12492184340953827,0.200444296002388,0.1253412365913391,0.12511694431304932
37,0.14404259622097015,1.823949933052063,1.5919257402420044,1.5951526165008545,399.27129972857176,0.02320781722664833,39.26125717163086,30.4665584564209,95.3017578125,6.554569721221924,37.89675521850586,37.906436920166016,80.27589416503906,34.672061920166016,30.842988967895508,0.18514448404312134,0.24014632403850555,0.14329256117343903,2.6927318572998047,4.511788368225098,4.573486804962158,418.27833525779613,0.022551825270056725,44.13007736206055,33.80734634399414,95.66088104248047,6.622425556182861,37.890960693359375,37.904930114746094,80.43942260742188,35.000892639160156,34.126644134521484,0.03873611241579056,0.13833697140216827,0.20002032816410065,0.1248338520526886,0.1250583827495575,0.2003500759601593,0.12530872225761414,0.12508872151374817
