epoch,baseline_loss,disparity_loss,fx_loss,fy_loss,loss,pitch_loss,u0_loss,v0_loss,val_baseline_loss,val_disparity_loss,val_fx_loss,val_fy_loss,val_loss,val_pitch_loss,val_u0_loss,val_v0_loss,val_xWorld_loss,val_x_loss,val_yWorld_loss,val_y_loss,val_zWorld_loss,val_z_loss,xWorld_loss,x_loss,yWorld_loss,y_loss,zWorld_loss,z_loss
0,1.3664041757583618,15.954380989074707,26.496408462524414,47.83766174316406,204.28432709316039,4.030962944030762,4.788810729980469,5.468046188354492,32.76974105834961,7056.79833984375,8077.22216796875,7995.646484375,56129.26973598008,19971.802734375,5617.283203125,6180.63427734375,423.19952392578125,0.241538405418396,293.99285888671875,0.15187856554985046,508.4122314453125,0.15411663055419922,38.05308151245117,0.338743656873703,29.62271499633789,0.25666630268096924,29.784282684326172,0.31857991218566895
1,1.189895510673523,28.019119262695312,25.810409545898438,25.797653198242188,185.2266185229251,0.8936702013015747,2.3740079402923584,2.4577574729919434,0.6625264286994934,10.805562019348145,31.13172721862793,33.09770202636719,197.55028234197908,0.08984357863664627,5.491825580596924,5.176975727081299,43.05619430541992,0.27394115924835205,34.1651496887207,0.17056843638420105,33.12715530395508,0.1790023148059845,38.231143951416016,0.237931028008461,30.300315856933594,0.1515030413866043,29.60265350341797,0.1505650281906128
2,0.8122778534889221,47.555152893066406,25.837080001831055,25.730934143066406,204.43368622127784,0.14184634387493134,2.68452787399292,2.5865845680236816,0.24240097403526306,14.726336479187012,47.70912170410156,50.22597122192383,269.71510703608675,0.10142295062541962,27.073741912841797,25.002840042114258,41.0319709777832,0.1999889612197876,31.77643394470215,0.12536804378032684,31.15673828125,0.12533235549926758,38.35924530029297,0.24143166840076447,30.44083595275879,0.15230469405651093,29.710460662841797,0.1519172638654709
3,0.2927897274494171,11.752646446228027,25.39750862121582,25.40428924560547,159.4748534498189,0.08916574716567993,1.5098228454589844,1.6136927604675293,0.259228378534317,38.396244049072266,57.15144729614258,54.25137710571289,336.5180592726861,0.09195249527692795,41.04817199707031,40.38339614868164,41.17041778564453,0.19995038211345673,31.92605209350586,0.12492372840642929,31.23876953125,0.1251426637172699,36.338836669921875,0.2014252245426178,28.66840934753418,0.12662705779075623,27.9357852935791,0.12633349001407623
4,0.5306333303451538,26.592041015625,25.193889617919922,25.229969024658203,174.82686921125688,0.09985113888978958,1.559921383857727,1.6012585163116455,0.24807853996753693,108.9822998046875,38.95376968383789,40.172149658203125,336.71214260525176,0.09493675082921982,22.847118377685547,20.34075355529785,41.466651916503906,0.2021731585264206,32.15083312988281,0.12737157940864563,31.485897064208984,0.12545959651470184,36.586761474609375,0.20493733882904053,28.85806655883789,0.13047359883785248,28.11801528930664,0.12989464402198792
5,0.3398122191429138,23.226377487182617,25.38490104675293,25.42030143737793,171.06146565426178,0.0893995463848114,1.5482661724090576,1.578544020652771,1.389350414276123,172.297607421875,246.73773193359375,313.91937255859375,1354.0578410214598,0.0886923223733902,278.2967834472656,234.7528076171875,41.421546936035156,0.20616793632507324,32.12862777709961,0.12522003054618835,31.395456314086914,0.12490011751651764,36.346370697021484,0.20182134211063385,28.691619873046875,0.12679371237754822,27.975914001464844,0.12663932144641876
6,0.35965317487716675,27.64220428466797,25.484237670898438,25.49521255493164,175.32377217884869,0.0875859186053276,1.2632585763931274,1.2785274982452393,124.66719055175781,806840.6875,2847.93603515625,26822.59375,841504.9996593292,151.99061584472656,3570.4560546875,1204.578369140625,43.871917724609375,0.21055155992507935,37.85336685180664,0.13723613321781158,33.64109420776367,0.13227631151676178,36.55010986328125,0.20544810593128204,28.863882064819336,0.12958437204360962,28.033037185668945,0.12894819676876068
7,0.5912824273109436,29.01246452331543,25.620813369750977,25.615257263183594,182.93289976711222,0.6055993437767029,1.7609480619430542,1.8756033182144165,0.7168145775794983,21.45118522644043,32.287200927734375,33.50947570800781,214.88069751027746,0.08804791420698166,8.372177124023438,6.310784339904785,43.647945404052734,0.2747163772583008,34.2650032043457,0.15952743589878082,33.649452209472656,0.15733277797698975,38.09698486328125,0.23634614050388336,29.952707290649414,0.1446942538022995,29.265357971191406,0.14601553976535797
8,0.5642818808555603,54.568904876708984,25.464611053466797,25.476123809814453,208.60187355171746,0.2006581425666809,1.7786258459091187,1.7589666843414307,0.47970694303512573,76.00773620605469,26.662012100219727,29.246793746948242,256.4265801963566,0.36347445845603943,4.399879455566406,3.6406095027923584,44.92964553833008,0.24229678511619568,35.477787017822266,0.14769035577774048,34.538475036621094,0.14364556968212128,38.23830032348633,0.24087369441986084,30.397367477416992,0.15061500668525696,29.60303497314453,0.14745154976844788
9,0.6365970969200134,66.14103698730469,25.966140747070312,25.878185272216797,224.40588012585636,0.4402793347835541,1.4045801162719727,1.313681721687317,0.7480250000953674,22190.19140625,1340.9342041015625,943.3802490234375,26721.29900419287,0.3214452862739563,1083.81201171875,1029.10498046875,43.79539108276367,0.24991194903850555,34.284912109375,0.16865243017673492,33.60929489135742,0.13977113366127014,39.45071792602539,0.2522162199020386,31.648754119873047,0.1590500771999359,31.051834106445312,0.1526106894016266
